0.000000	0.022915	0.000000	0.000000	0.000892	0.000000	0.000000	0.000000	0.000000	0.001364	0.007244	0.003254	0.000000	0.000000	0.000000	0.002387	0.016461	0.026398	0.167949	0.002986	0.001043	0.000000	0.000000	0.000000	0.000000	0.000000	0.142142	0.579794	0.000481	0.024692
0.000000	0.025018	0.000000	0.000000	0.000934	0.000000	0.000000	0.000000	0.000000	0.001489	0.007463	0.003467	0.000000	0.000000	0.000000	0.002546	0.017845	0.026720	0.168939	0.002984	0.001049	0.000000	0.000000	0.000000	0.000000	0.000000	0.134015	0.582079	0.000494	0.024955
0.000000	0.022919	0.000000	0.000000	0.000896	0.000000	0.000000	0.000000	0.000000	0.001364	0.007131	0.003285	0.000000	0.000000	0.000000	0.002393	0.016552	0.026438	0.168589	0.002981	0.001052	0.000000	0.000000	0.000000	0.000000	0.000000	0.132406	0.588812	0.000482	0.024703
0.000000	0.022967	0.000000	0.000000	0.000926	0.000000	0.000000	0.000000	0.000000	0.001370	0.007181	0.003265	0.000000	0.000000	0.000000	0.002388	0.016605	0.026401	0.173510	0.003194	0.001104	0.000000	0.000000	0.000000	0.000000	0.000000	0.133928	0.581986	0.000487	0.024687
0.000000	0.023779	0.000000	0.000000	0.000912	0.000000	0.000000	0.000000	0.000000	0.001405	0.007104	0.003502	0.000000	0.000000	0.000000	0.002649	0.016911	0.032242	0.168320	0.002982	0.001045	0.000000	0.000000	0.000000	0.000000	0.000000	0.133473	0.574781	0.000545	0.030350
0.000000	0.022891	0.000000	0.000000	0.000895	0.000000	0.000000	0.000000	0.000000	0.001363	0.007220	0.003258	0.000000	0.000000	0.000000	0.002388	0.016532	0.026430	0.184345	0.002978	0.001042	0.000000	0.000000	0.000000	0.000000	0.000000	0.132126	0.573358	0.000480	0.024692
0.000000	0.025018	0.000000	0.000000	0.000934	0.000000	0.000000	0.000000	0.000000	0.001489	0.007463	0.003467	0.000000	0.000000	0.000000	0.002546	0.017845	0.026720	0.168939	0.002984	0.001049	0.000000	0.000000	0.000000	0.000000	0.000000	0.134015	0.582079	0.000494	0.024955
0.000000	0.022967	0.000000	0.000000	0.000926	0.000000	0.000000	0.000000	0.000000	0.001370	0.007181	0.003265	0.000000	0.000000	0.000000	0.002388	0.016605	0.026401	0.173510	0.003194	0.001104	0.000000	0.000000	0.000000	0.000000	0.000000	0.133928	0.581986	0.000487	0.024687
0.000000	0.022919	0.000000	0.000000	0.000896	0.000000	0.000000	0.000000	0.000000	0.001364	0.007131	0.003285	0.000000	0.000000	0.000000	0.002393	0.016552	0.026438	0.168589	0.002981	0.001052	0.000000	0.000000	0.000000	0.000000	0.000000	0.132406	0.588812	0.000482	0.024703
0.000000	0.022915	0.000000	0.000000	0.000892	0.000000	0.000000	0.000000	0.000000	0.001364	0.007244	0.003254	0.000000	0.000000	0.000000	0.002387	0.016461	0.026398	0.167949	0.002986	0.001043	0.000000	0.000000	0.000000	0.000000	0.000000	0.142142	0.579794	0.000481	0.024692
0.462769	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.134242	0.088799	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.314190	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.340708	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.096364	0.196484	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.344042	0.022401	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.482222	0.000000	0.000000	0.424420	0.000000	0.000000	0.000000	0.000193	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.093166	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.142463	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.612656	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.244881	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.022967	0.000000	0.000000	0.000926	0.000000	0.000000	0.000000	0.000000	0.001370	0.007181	0.003265	0.000000	0.000000	0.000000	0.002388	0.016605	0.026401	0.173510	0.003194	0.001104	0.000000	0.000000	0.000000	0.000000	0.000000	0.133928	0.581986	0.000487	0.024687
