0.000000	0.015986	0.013186	0.019941	0.020511	0.010335	0.002669	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020253	0.026189	0.000000	0.012752	0.014931	0.000000	0.009741	0.000000	0.031446	0.000000	0.005512	0.000000	0.000000	0.000000	0.000000	0.000000	0.021542	0.008850	0.010053	0.000000	0.021001	0.047206	0.031501	0.000000	0.003856	0.023025	0.014241	0.000000	0.000000	0.026681	0.003527	0.022747	0.000000	0.018433	0.012514	0.005294	0.000000	0.000000	0.005266	0.012728	0.022594	0.000000	0.022056	0.031268	0.035474	0.013155	0.000000	0.007383	0.024288	0.025934	0.005128	0.009405	0.017116	0.005131	0.001148	0.029590	0.000000	0.000000	0.015199	0.000000	0.021854	0.000000	0.000000	0.000000	0.012634	0.043825	0.026754	0.010610	0.000000	0.006457	0.001480	0.000000	0.007903	0.004375	0.008620	0.005521	0.003744	0.000000	0.000000	0.000000	0.016938	0.000000	0.000000	0.000000	0.000000	0.072502	0.000000
0.000000	0.021246	0.023948	0.009008	0.014924	0.010880	0.011022	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011155	0.000037	0.000000	0.024929	0.018700	0.000000	0.004643	0.000000	0.007737	0.000000	0.008800	0.000000	0.000000	0.000000	0.000000	0.000000	0.015062	0.003924	0.020380	0.000000	0.020932	0.028346	0.048932	0.000000	0.013025	0.006276	0.006477	0.000000	0.000000	0.048715	0.020324	0.014931	0.000000	0.011065	0.030417	0.017748	0.000000	0.000000	0.031095	0.025537	0.007476	0.000000	0.026268	0.015817	0.040307	0.018514	0.000000	0.030763	0.000539	0.027018	0.023929	0.013883	0.009224	0.021346	0.020221	0.018097	0.000000	0.000000	0.048700	0.000000	0.003856	0.000000	0.000000	0.000000	0.003264	0.011324	0.005022	0.000832	0.000000	0.009306	0.004592	0.000000	0.024469	0.013934	0.010759	0.014243	0.009495	0.000000	0.000000	0.000000	0.018966	0.000000	0.000000	0.000000	0.000000	0.017621	0.000000
0.000000	0.011122	0.012192	0.014626	0.002094	0.014043	0.002503	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005051	0.009758	0.000000	0.013883	0.010975	0.000000	0.094367	0.000000	0.017919	0.000000	0.016392	0.000000	0.000000	0.000000	0.000000	0.000000	0.004115	0.037290	0.002049	0.000000	0.000779	0.043565	0.005324	0.000000	0.009767	0.000297	0.009118	0.000000	0.000000	0.069336	0.002141	0.001286	0.000000	0.026361	0.002097	0.013138	0.000000	0.000000	0.024152	0.011730	0.009952	0.000000	0.004183	0.006548	0.010337	0.010310	0.000000	0.019595	0.006772	0.016936	0.003586	0.021789	0.002445	0.017524	0.018712	0.007214	0.000000	0.000000	0.015778	0.000000	0.081794	0.000000	0.000000	0.000000	0.063764	0.012480	0.020519	0.018380	0.000000	0.014952	0.005592	0.000000	0.017217	0.046676	0.018606	0.002612	0.010004	0.000000	0.000000	0.000000	0.016087	0.000000	0.000000	0.000000	0.000000	0.012164	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.046715	0.062336	0.000000	0.038548	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010326	0.004366	0.000000	0.000000	0.000000	0.022265	0.000000	0.073410	0.000000	0.000000	0.000000	0.000000	0.000000	0.054372	0.000000	0.000000	0.000000	0.060937	0.000000	0.000000	0.000000	0.028538	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.091961	0.000000	0.000000	0.000000	0.000000	0.023443	0.120205	0.000000	0.000000	0.000000	0.000000	0.000000	0.063331	0.000000	0.029265	0.032337	0.000000	0.000000	0.000000	0.000000	0.000000	0.003616	0.025674	0.012051	0.000000	0.056561	0.022700	0.000000	0.047465	0.000000	0.069579
0.000000	0.008125	0.015790	0.006766	0.006254	0.014234	0.022033	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020148	0.013333	0.000000	0.010598	0.019661	0.000000	0.029781	0.000000	0.030300	0.000000	0.004853	0.000000	0.000000	0.000000	0.000000	0.000000	0.003543	0.036953	0.019958	0.000000	0.016204	0.004853	0.033439	0.000000	0.024576	0.021152	0.025890	0.000000	0.000000	0.079733	0.020855	0.010877	0.000000	0.025118	0.008475	0.002167	0.000000	0.000000	0.008268	0.030021	0.013535	0.000000	0.003465	0.000520	0.019885	0.010628	0.000000	0.024746	0.000551	0.011379	0.008144	0.010505	0.023150	0.016935	0.025524	0.001789	0.000000	0.000000	0.010950	0.000000	0.013253	0.000000	0.000000	0.000000	0.009482	0.023869	0.022105	0.018468	0.000000	0.011056	0.014746	0.000000	0.005033	0.000314	0.015748	0.008167	0.018478	0.000000	0.000000	0.000000	0.012542	0.000000	0.000000	0.000000	0.000000	0.071074	0.000000
0.000000	0.008438	0.006919	0.012534	0.003442	0.002873	0.010582	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020611	0.004968	0.000000	0.009148	0.009658	0.000000	0.005902	0.000000	0.008575	0.000000	0.025029	0.000000	0.000000	0.000000	0.000000	0.000000	0.016230	0.021378	0.025296	0.000000	0.000546	0.060130	0.033200	0.000000	0.010322	0.004681	0.031320	0.000000	0.000000	0.077986	0.012621	0.012620	0.000000	0.002335	0.016819	0.002278	0.000000	0.000000	0.024857	0.027184	0.024421	0.000000	0.024298	0.002114	0.017326	0.010706	0.000000	0.008037	0.006775	0.007102	0.002074	0.001662	0.026018	0.016216	0.012034	0.018743	0.000000	0.000000	0.032578	0.000000	0.013805	0.000000	0.000000	0.000000	0.054444	0.018926	0.026769	0.026954	0.000000	0.024121	0.001576	0.000000	0.018746	0.018968	0.010444	0.004824	0.017193	0.000000	0.000000	0.000000	0.012973	0.000000	0.000000	0.000000	0.000000	0.031674	0.000000
0.000000	0.014420	0.001150	0.011717	0.007403	0.020780	0.021417	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.015831	0.023560	0.000000	0.011687	0.012344	0.000000	0.020010	0.000000	0.017159	0.000000	0.011310	0.000000	0.000000	0.000000	0.000000	0.000000	0.008743	0.032257	0.013165	0.000000	0.014273	0.012445	0.011767	0.000000	0.000574	0.017634	0.013784	0.000000	0.000000	0.022497	0.010426	0.005137	0.000000	0.017500	0.029246	0.010305	0.000000	0.000000	0.008499	0.011020	0.002230	0.000000	0.009371	0.010210	0.050237	0.014484	0.000000	0.005652	0.009685	0.007626	0.014416	0.026955	0.011852	0.010038	0.009286	0.009996	0.000000	0.000000	0.022581	0.000000	0.098273	0.000000	0.000000	0.000000	0.005912	0.030881	0.003558	0.016468	0.000000	0.021070	0.015084	0.000000	0.015751	0.082680	0.017985	0.017210	0.016374	0.000000	0.000000	0.000000	0.006168	0.000000	0.000000	0.000000	0.000000	0.009909	0.000000
0.022998	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.128894	0.036114	0.000000	0.014471	0.000000	0.040968	0.000000	0.000000	0.042496	0.000000	0.000000	0.049896	0.000000	0.000000	0.000000	0.004679	0.000000	0.016531	0.025990	0.000000	0.030085	0.005703	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002016	0.039778	0.000000	0.000000	0.000000	0.044317	0.000000	0.000000	0.000000	0.003397	0.036661	0.000000	0.000000	0.000000	0.060755	0.000000	0.000000	0.000000	0.000000	0.009728	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.047073	0.000000	0.189759	0.017269	0.000000	0.000000	0.036314	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004993	0.011018	0.005139	0.000000	0.000000	0.026725	0.024345	0.021886	0.000000	0.000000
0.016834	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.092002	0.054002	0.000000	0.003804	0.000000	0.015733	0.000000	0.000000	0.030004	0.000000	0.000000	0.015466	0.000000	0.000000	0.000000	0.038646	0.000000	0.037878	0.013274	0.000000	0.019359	0.015891	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.043824	0.039873	0.000000	0.000000	0.000000	0.019947	0.000000	0.000000	0.000000	0.034137	0.020215	0.000000	0.000000	0.000000	0.033645	0.000000	0.000000	0.000000	0.000000	0.033659	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013866	0.000000	0.023791	0.007749	0.000000	0.000000	0.005199	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.053287	0.203283	0.014316	0.000000	0.000000	0.054617	0.024294	0.021403	0.000000	0.000000
0.000000	0.021943	0.011082	0.020544	0.024874	0.010902	0.022990	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016035	0.027401	0.000000	0.010781	0.003837	0.000000	0.009056	0.000000	0.007508	0.000000	0.025542	0.000000	0.000000	0.000000	0.000000	0.000000	0.021742	0.017829	0.018953	0.000000	0.013536	0.033742	0.012123	0.000000	0.008164	0.021572	0.031890	0.000000	0.000000	0.005759	0.012473	0.012384	0.000000	0.031466	0.011957	0.018509	0.000000	0.000000	0.013062	0.028839	0.017076	0.000000	0.021820	0.015828	0.011626	0.018355	0.000000	0.000615	0.016363	0.017838	0.027035	0.012160	0.009133	0.018797	0.000931	0.015750	0.000000	0.000000	0.002430	0.000000	0.004597	0.000000	0.000000	0.000000	0.008750	0.040339	0.026939	0.008844	0.000000	0.010522	0.005401	0.000000	0.014007	0.017574	0.023998	0.011700	0.020928	0.000000	0.000000	0.000000	0.028524	0.000000	0.000000	0.000000	0.000000	0.045624	0.000000
